source_id,ra,dec,parallax,parallax_error,parallax_over_error,phot_g_mean_mag,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error
3403818172572314624,83.63305926163925,22.014497367986387,0.5110426215408798,0.07876176,6.488461,16.52713,1.0847101,,
